,Timestamp,FRUITS_VEGGIES,DAILY_STRESS,CORE_CIRCLE,SOCIAL_NETWORK,BMI_RANGE,DAILY_STEPS,SLEEP_HOURS,SUFFICIENT_INCOME,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
7604,2/1/18,5,3,8,6,2,9,7,2,6,10,21 to 35,Male,739.5
7605,2/1/18,2,3,3,7,1,2,7,1,2,10,21 to 35,Female,634.4
7606,2/1/18,3,4,10,10,1,6,7,1,3,10,21 to 35,Male,727.0
7607,2/1/18,4,4,5,5,1,5,8,2,3,7,51 or more,Female,667.5
7608,2/1/18,2,1,5,10,2,5,8,2,8,10,21 to 35,Female,737.2
7609,2/1/18,2,3,4,3,1,3,8,1,1,10,21 to 35,Female,622.9
7610,2/2/18,0,5,3,2,2,4,9,1,0,8,21 to 35,Female,582.5
7611,2/2/18,2,4,4,6,2,5,7,2,1,0,36 to 50,Male,623.1
7612,2/2/18,2,2,3,10,1,1,7,2,1,8,36 to 50,Female,635.9
7613,2/2/18,0,3,6,4,1,2,7,1,1,6,21 to 35,Male,614.0
7614,2/2/18,5,3,3,5,1,7,8,2,2,6,21 to 35,Female,664.5
7615,2/2/18,2,2,10,9,1,3,6,2,7,7,21 to 35,Male,721.1
7616,2/3/18,1,4,3,4,1,10,6,1,6,8,36 to 50,Female,663.0
7617,2/3/18,2,4,2,2,2,2,8,1,0,3,36 to 50,Male,556.4
7618,2/3/18,2,3,1,10,2,7,8,2,1,10,21 to 35,Male,684.9
7619,2/3/18,3,3,5,10,1,9,7,2,9,6,51 or more,Female,739.5
7620,2/3/18,3,2,9,8,2,4,8,2,1,5,36 to 50,Male,658.8
7621,2/4/18,4,5,5,10,2,10,7,2,4,3,21 to 35,Female,710.8
7622,2/4/18,0,5,3,2,2,1,6,1,0,0,21 to 35,Female,537.1
7623,2/4/18,4,1,10,10,2,10,8,2,5,10,Less than 20,Male,722.9
7624,2/5/18,2,1,5,5,1,1,8,1,0,5,21 to 35,Female,600.4
7625,2/5/18,2,2,3,2,1,4,5,2,5,7,36 to 50,Male,682.0
7626,2/5/18,1,0,3,10,2,3,7,1,2,7,21 to 35,Female,607.4
7627,2/5/18,2,2,8,6,2,4,7,1,6,5,21 to 35,Male,680.7
7628,2/5/18,4,2,10,10,1,9,7,2,6,10,21 to 35,Female,761.6
7629,2/5/18,1,2,10,10,1,5,6,2,4,3,21 to 35,Female,689.2
7630,2/5/18,2,3,10,4,1,2,7,1,1,5,21 to 35,Male,673.5
7631,2/6/18,1,5,3,2,1,4,7,2,1,10,51 or more,Male,667.1
7632,2/6/18,1,3,5,2,1,8,8,2,2,5,21 to 35,Female,668.1
7633,2/6/18,1,3,9,10,1,6,7,2,2,4,21 to 35,Male,703.2
7634,2/6/18,4,2,3,8,2,6,7,2,1,7,36 to 50,Female,676.0
7635,2/6/18,4,2,3,10,1,3,8,2,2,3,21 to 35,Male,696.0
7636,2/6/18,2,3,6,5,1,5,7,2,1,3,21 to 35,Female,657.1
7637,2/6/18,2,2,10,10,2,8,7,1,1,4,21 to 35,Female,683.2
7638,2/6/18,1,2,7,5,2,3,7,2,3,5,21 to 35,Male,668.6
7639,2/7/18,2,3,4,8,1,7,6,1,7,7,21 to 35,Male,703.2
7640,2/7/18,2,4,6,10,2,2,5,2,1,2,36 to 50,Male,634.0
7641,2/7/18,3,3,8,7,2,5,7,2,3,6,21 to 35,Male,660.5
7642,2/7/18,4,4,3,5,2,5,10,1,2,10,51 or more,Female,625.4
7643,2/7/18,5,2,2,4,1,3,8,2,2,10,Less than 20,Female,690.9
7644,2/7/18,3,1,7,8,1,10,7,2,1,1,21 to 35,Female,717.6
7645,2/7/18,2,4,10,10,2,3,6,2,8,8,51 or more,Female,719.4
7646,2/7/18,2,5,7,3,1,8,9,2,2,10,21 to 35,Female,724.4
7647,2/7/18,5,3,5,8,1,10,8,2,3,10,21 to 35,Female,707.6
7648,2/8/18,1,3,5,8,1,7,7,2,3,10,21 to 35,Male,698.3
7649,2/8/18,1,3,5,8,1,6,7,2,2,10,21 to 35,Male,703.2
7650,2/8/18,0,2,5,10,1,2,7,2,3,3,21 to 35,Female,721.1
7651,2/8/18,2,2,4,4,1,10,6,2,4,10,36 to 50,Female,690.2
7652,2/8/18,3,1,10,10,1,10,7,2,10,7,36 to 50,Female,732.9
7653,2/8/18,4,1,4,5,1,8,6,2,7,7,51 or more,Female,713.6
7654,2/9/18,5,3,7,5,1,10,8,2,2,10,51 or more,Female,714.4
7655,2/9/18,4,2,5,10,2,3,9,2,3,10,Less than 20,Male,675.8
7656,2/9/18,2,1,5,7,1,7,8,2,2,6,21 to 35,Male,662.8
7657,2/9/18,1,4,4,8,2,8,8,2,1,3,36 to 50,Female,630.7
7658,2/10/18,3,2,10,10,1,10,7,2,2,10,36 to 50,Male,678.5
7659,2/11/18,4,2,4,3,1,5,9,2,2,4,51 or more,Female,669.4
7660,2/11/18,4,2,6,5,1,8,8,1,6,10,21 to 35,Female,702.1
7661,2/11/18,4,3,4,10,1,10,7,2,7,10,51 or more,Female,748.2
7662,2/13/18,0,3,6,10,2,5,9,1,0,8,21 to 35,Female,643.9
7663,2/13/18,3,1,0,8,1,5,7,2,6,9,21 to 35,Male,682.6
7664,2/13/18,2,4,5,4,1,10,6,1,4,8,51 or more,Female,668.1
7665,2/13/18,4,3,2,2,1,2,9,2,8,8,36 to 50,Female,690.9
7666,2/14/18,5,3,9,8,1,3,7,2,8,10,21 to 35,Female,717.9
7667,2/14/18,5,2,3,8,1,8,8,2,5,10,36 to 50,Female,720.8
7668,2/14/18,1,2,7,9,1,10,7,2,1,2,Less than 20,Male,702.3
7669,2/15/18,2,5,10,3,1,2,6,2,1,6,21 to 35,Male,686.9
7670,2/15/18,2,5,4,5,1,7,6,1,2,10,21 to 35,Female,679.4
7671,2/15/18,5,1,6,10,1,8,7,2,8,10,21 to 35,Male,749.5
7672,2/15/18,3,2,10,7,1,8,7,2,3,3,21 to 35,Female,684.9
7673,2/16/18,4,1,10,5,1,8,8,2,3,10,36 to 50,Female,754.8
7674,2/17/18,0,4,3,4,1,7,7,2,1,6,21 to 35,Female,615.0
7675,2/17/18,2,1,6,10,2,2,7,2,1,1,51 or more,Male,642.9
7676,2/17/18,4,3,0,10,2,5,8,1,2,10,Less than 20,Female,630.1
7677,2/17/18,3,2,4,6,2,3,6,2,3,4,21 to 35,Male,632.7
7678,2/18/18,3,5,6,2,2,1,7,2,0,5,36 to 50,Female,584.9
7679,2/19/18,1,2,1,3,2,1,7,2,0,10,36 to 50,Male,584.9
7680,2/19/18,1,2,4,2,2,7,7,2,2,8,36 to 50,Female,616.7
7681,2/19/18,3,1,10,7,2,5,8,2,8,10,51 or more,Female,750.8
7682,2/19/18,3,5,2,5,1,5,8,2,1,2,21 to 35,Male,630.1
7683,2/19/18,3,4,5,10,2,7,6,2,10,10,21 to 35,Male,727.0
7684,2/19/18,4,4,4,8,2,2,7,1,1,3,21 to 35,Female,620.8
7685,2/19/18,3,2,4,5,2,7,7,1,6,8,36 to 50,Female,645.6
7686,2/19/18,3,1,1,5,2,3,10,2,3,10,21 to 35,Male,662.4
7687,2/20/18,2,2,7,7,2,1,9,2,1,9,51 or more,Female,660.1
7688,2/21/18,5,5,1,6,1,10,8,1,2,5,21 to 35,Female,648.1
7689,2/21/18,2,3,3,2,2,1,7,2,1,9,36 to 50,Male,608.7
7690,2/21/18,3,3,3,10,2,1,7,2,1,9,36 to 50,Male,624.0
7691,2/21/18,5,2,10,8,1,10,8,2,8,10,21 to 35,Female,753.5
7692,2/21/18,3,4,8,10,1,6,6,2,1,7,21 to 35,Female,662.2
7693,2/21/18,2,5,6,10,1,7,6,1,3,3,Less than 20,Male,626.7
7694,2/21/18,2,2,10,3,2,10,8,2,8,10,36 to 50,Female,756.9
7695,2/22/18,5,3,5,3,1,7,7,1,4,5,51 or more,Female,677.9
7696,2/22/18,4,3,5,10,1,3,8,2,3,10,36 to 50,Female,699.4
7697,2/22/18,3,0,0,10,1,10,8,2,0,7,21 to 35,Male,648.1
7698,2/23/18,5,3,1,5,1,10,8,2,3,10,Less than 20,Male,677.0
7699,2/25/18,2,4,4,7,1,10,8,2,3,5,21 to 35,Female,671.9
7700,2/26/18,3,3,2,2,1,6,6,2,0,5,36 to 50,Female,641.8
7701,2/26/18,4,5,2,1,2,1,8,2,2,4,36 to 50,Female,615.7
7702,2/26/18,3,4,4,6,2,5,6,2,0,5,21 to 35,Female,607.6
7703,2/26/18,3,2,5,8,1,9,7,2,1,5,21 to 35,Female,666.4
7704,2/26/18,3,3,4,8,2,2,8,2,0,8,36 to 50,Male,617.6
7705,2/27/18,2,1,5,5,1,9,7,2,2,5,21 to 35,Male,678.3
7706,2/27/18,2,2,10,5,1,10,7,2,2,7,21 to 35,Female,717.6
7707,2/27/18,3,3,3,5,2,4,7,2,1,1,21 to 35,Female,617.8
7708,2/27/18,5,1,10,6,1,5,10,1,5,10,21 to 35,Male,656.0
7709,2/27/18,4,2,2,3,1,7,7,2,6,10,51 or more,Female,686.4
7710,2/27/18,1,4,5,5,2,5,9,2,2,10,21 to 35,Female,677.9
7711,2/27/18,1,3,10,5,1,7,5,1,3,3,21 to 35,Male,655.4
7712,2/27/18,3,2,5,6,1,5,7,2,1,6,36 to 50,Female,726.8
7713,2/27/18,2,2,1,4,2,3,4,1,1,0,51 or more,Female,543.9
7714,3/1/18,3,1,6,6,1,10,7,2,2,3,21 to 35,Male,688.7
7715,3/1/18,1,5,4,10,1,5,6,1,2,10,51 or more,Female,634.8
7716,3/1/18,1,2,8,10,1,6,8,2,1,8,36 to 50,Female,706.8
7717,3/2/18,5,2,10,5,2,3,9,2,3,10,36 to 50,Female,713.2
7718,3/2/18,3,1,4,3,1,4,8,2,2,7,51 or more,Female,653.7
7719,3/2/18,3,1,4,4,1,5,6,1,3,7,36 to 50,Female,634.8
7720,3/2/18,1,5,3,2,2,2,8,1,0,5,21 to 35,Male,541.1
7721,3/3/18,1,5,10,10,2,1,8,2,1,10,36 to 50,Male,646.3
7722,3/4/18,2,1,4,4,2,9,6,2,3,7,21 to 35,Male,657.7
7723,3/4/18,4,3,3,10,2,4,6,1,1,5,51 or more,Female,634.6
7724,3/5/18,1,1,10,10,1,5,7,1,2,2,36 to 50,Female,691.1
7725,3/5/18,3,3,7,10,1,8,6,2,3,6,36 to 50,Male,683.0
7726,3/6/18,3,3,4,5,1,3,7,1,2,3,21 to 35,Female,641.4
7727,3/6/18,1,4,3,4,1,5,4,1,3,0,Less than 20,Female,578.3
7728,3/6/18,3,2,10,3,1,5,7,2,6,8,36 to 50,Female,737.0
7729,3/7/18,3,3,5,10,2,3,7,2,2,5,36 to 50,Male,661.8
7730,3/7/18,4,3,4,10,2,3,7,2,2,5,36 to 50,Male,656.7
7731,3/8/18,2,1,6,8,2,5,9,1,0,6,21 to 35,Female,628.6
7732,3/9/18,4,2,4,2,1,5,7,2,7,2,21 to 35,Male,679.2
7733,3/9/18,3,3,5,10,1,10,7,2,0,2,36 to 50,Female,661.5
7734,3/10/18,2,2,2,3,2,4,8,2,2,3,36 to 50,Male,580.6
7735,3/10/18,2,1,5,3,2,5,8,2,6,10,51 or more,Female,711.7
7736,3/12/18,5,1,6,10,2,3,6,2,1,3,Less than 20,Female,656.5
7737,3/13/18,3,3,2,10,1,10,8,1,1,5,36 to 50,Female,644.7
7738,3/13/18,2,2,1,10,1,4,7,2,3,8,36 to 50,Male,667.1
7739,3/14/18,2,4,10,10,1,1,8,1,5,10,51 or more,Female,699.0
7740,3/15/18,2,3,3,5,1,10,7,2,3,7,21 to 35,Male,656.4
7741,3/17/18,4,2,10,10,2,8,9,2,2,7,36 to 50,Female,724.4
7742,3/17/18,2,4,5,5,2,6,7,2,3,10,21 to 35,Male,674.3
7743,3/17/18,3,2,10,10,2,5,6,1,3,8,Less than 20,Male,701.1
7744,3/18/18,3,0,10,6,1,10,9,2,5,10,21 to 35,Female,765.6
7745,3/18/18,3,2,5,2,1,5,7,1,3,8,51 or more,Female,658.8
7746,3/18/18,1,3,8,10,1,6,7,2,6,4,21 to 35,Male,676.0
7747,3/19/18,2,4,7,10,1,9,9,1,1,1,21 to 35,Male,622.6
7748,3/20/18,1,2,3,10,2,10,3,2,2,7,36 to 50,Male,686.2
7749,3/21/18,1,5,1,2,2,2,8,1,2,10,36 to 50,Male,604.0
7750,3/21/18,2,2,3,5,1,3,6,1,3,5,Less than 20,Male,597.0
7751,3/22/18,5,2,8,5,1,5,8,2,3,6,36 to 50,Female,708.3
7752,3/23/18,4,4,4,10,1,6,5,2,0,10,51 or more,Female,656.9
7753,3/23/18,5,2,2,2,1,8,8,2,2,10,36 to 50,Male,690.2
7754,3/24/18,1,2,1,10,1,2,8,1,3,3,21 to 35,Female,598.9
7755,3/24/18,0,2,3,2,2,7,6,2,0,4,36 to 50,Female,614.8
7756,3/25/18,1,2,5,4,2,3,7,2,2,5,21 to 35,Female,643.1
7757,3/25/18,2,5,10,10,2,1,6,2,1,1,36 to 50,Female,654.4
7758,3/27/18,0,3,0,2,1,7,8,1,1,8,51 or more,Male,630.5
7759,3/27/18,2,4,7,10,2,10,8,2,0,4,36 to 50,Male,699.1
7760,3/27/18,1,2,3,10,2,7,7,2,2,5,36 to 50,Male,630.3
7761,3/27/18,1,3,6,10,2,4,6,2,0,1,36 to 50,Male,621.0
7762,3/28/18,5,5,2,3,2,10,7,1,7,10,Less than 20,Female,636.0
7763,3/28/18,4,3,5,6,1,10,8,1,3,2,21 to 35,Female,624.3
7764,3/28/18,4,2,5,10,2,2,8,2,3,7,36 to 50,Female,666.9
7765,3/28/18,3,5,4,10,1,8,8,2,3,2,Less than 20,Male,668.1
7766,3/28/18,2,1,2,4,1,4,6,2,1,5,21 to 35,Male,631.2
7767,3/28/18,1,2,2,10,1,10,4,2,1,5,36 to 50,Male,667.7
7768,3/29/18,3,4,5,10,1,7,4,1,2,10,Less than 20,Male,680.7
7769,3/29/18,4,2,5,4,2,1,7,2,2,5,36 to 50,Female,646.1
7770,3/29/18,2,1,6,2,1,9,8,2,2,6,51 or more,Male,688.7
7771,3/29/18,4,3,5,10,1,8,7,2,1,10,36 to 50,Male,673.0
7772,3/30/18,5,3,9,7,1,5,7,2,8,7,51 or more,Female,728.5
7773,4/1/18,2,1,3,4,2,8,6,2,3,7,21 to 35,Male,657.5
7774,4/1/18,5,5,3,3,1,10,5,2,5,10,21 to 35,Female,674.7
7775,4/2/18,3,1,8,9,2,10,7,2,1,10,36 to 50,Male,705.7
7776,4/2/18,1,3,5,2,1,5,7,1,2,6,Less than 20,Female,612.9
7777,4/2/18,0,2,3,10,2,3,9,1,5,0,36 to 50,Female,595.9
7778,4/2/18,2,3,6,6,2,4,5,2,5,5,21 to 35,Female,668.4
7779,4/2/18,1,5,3,5,2,5,8,2,8,4,21 to 35,Female,636.9
7780,4/2/18,1,5,2,2,2,5,6,1,1,0,21 to 35,Female,568.5
7781,4/3/18,5,1,10,4,1,3,7,2,5,10,36 to 50,Female,721.3
7782,4/3/18,5,1,3,5,1,5,7,2,6,10,51 or more,Female,725.1
7783,4/4/18,1,3,2,10,2,7,4,2,1,4,Less than 20,Male,641.6
7784,4/5/18,3,1,0,10,2,8,8,2,2,10,36 to 50,Female,703.8
7785,4/5/18,1,2,5,4,2,4,8,2,4,8,21 to 35,Male,648.6
7786,4/7/18,5,3,4,10,2,6,7,2,1,2,51 or more,Male,650.5
7787,4/7/18,4,4,4,10,2,1,7,2,7,10,51 or more,Female,688.6
7788,4/8/18,3,4,8,10,1,3,2,1,1,5,Less than 20,Female,648.9
7789,4/8/18,1,5,3,4,2,6,6,1,1,0,21 to 35,Female,575.5
7790,4/9/18,1,2,2,2,1,3,6,2,3,7,21 to 35,Male,629.3
7791,4/9/18,2,3,10,10,1,7,6,2,3,7,Less than 20,Female,699.8
7792,4/9/18,5,3,5,6,1,8,7,2,10,8,Less than 20,Male,746.1
7793,4/9/18,2,2,8,4,2,8,8,1,3,10,51 or more,Female,647.7
7794,4/9/18,4,5,8,5,2,10,7,2,3,5,36 to 50,Female,685.3
7795,4/9/18,3,2,10,5,1,8,8,2,8,5,21 to 35,Female,714.0
7796,4/9/18,2,3,5,6,1,9,6,2,6,8,21 to 35,Male,690.0
7797,4/9/18,1,5,3,10,2,8,6,1,0,3,21 to 35,Female,592.9
7798,4/10/18,5,2,3,3,1,10,7,2,3,8,21 to 35,Male,673.4
7799,4/10/18,4,3,5,3,2,4,8,2,0,4,21 to 35,Female,635.0
7800,4/10/18,3,4,5,6,1,4,8,2,0,0,36 to 50,Female,628.2
7801,4/10/18,3,3,6,3,1,5,8,1,4,10,21 to 35,Male,608.0
7802,4/11/18,1,0,5,4,1,10,7,2,1,5,36 to 50,Female,680.2
7803,4/12/18,5,3,5,10,1,8,8,2,5,7,Less than 20,Male,669.8
7804,4/12/18,2,5,2,3,1,5,6,1,2,10,21 to 35,Female,607.6
7805,4/13/18,3,4,6,4,1,3,7,2,2,10,36 to 50,Female,706.0
7806,4/13/18,4,5,4,9,2,7,9,2,6,10,36 to 50,Female,736.1
7807,4/14/18,1,1,5,6,1,4,7,2,6,7,36 to 50,Male,719.8
7808,4/14/18,1,4,3,3,2,7,6,1,1,5,21 to 35,Female,580.8
7809,4/15/18,5,5,5,10,1,4,8,1,0,10,21 to 35,Female,697.9
7810,4/15/18,4,4,10,10,1,5,7,2,5,4,21 to 35,Female,728.5
7811,4/15/18,0,3,2,10,2,6,10,2,4,10,51 or more,Female,663.0
7812,4/16/18,3,4,8,5,2,5,6,2,2,6,21 to 35,Male,684.1
7813,4/17/18,4,3,10,10,2,7,8,1,4,10,36 to 50,Female,713.8
7814,4/17/18,2,4,5,5,2,4,8,2,2,3,36 to 50,Female,629.9
7815,4/17/18,3,4,5,10,1,8,8,2,2,4,21 to 35,Female,686.8
7816,4/18/18,3,1,3,5,1,8,6,2,1,10,51 or more,Female,660.9
7817,4/18/18,3,3,8,10,2,10,6,2,6,10,51 or more,Female,705.5
7818,4/19/18,1,5,5,10,2,6,5,2,10,2,51 or more,Female,665.4
7819,4/19/18,3,2,7,10,1,10,8,2,3,7,21 to 35,Male,721.2
7820,4/19/18,1,4,4,4,1,2,7,1,3,8,21 to 35,Male,625.9
7821,4/19/18,2,3,4,1,1,4,8,1,3,4,21 to 35,Male,624.8
7822,4/20/18,4,5,6,10,2,9,6,2,10,4,51 or more,Female,705.3
7823,4/20/18,5,1,3,5,2,8,7,2,5,2,51 or more,Male,734.2
7824,4/20/18,0,5,2,10,2,3,4,1,4,10,51 or more,Male,608.5
7825,4/21/18,3,1,8,5,2,6,7,2,6,10,21 to 35,Male,696.4
7826,4/22/18,2,1,1,7,1,4,7,2,5,3,36 to 50,Male,670.5
7827,4/22/18,2,3,6,5,1,5,8,2,7,4,21 to 35,Male,670.9
7828,4/22/18,3,4,5,5,2,5,7,2,2,2,36 to 50,Male,641.8
7829,4/23/18,2,3,5,10,2,10,7,2,3,4,36 to 50,Female,671.7
7830,4/23/18,4,3,10,10,1,8,7,2,7,6,Less than 20,Male,759.7
7831,4/23/18,1,5,2,8,2,1,6,1,3,7,Less than 20,Female,554.1
7832,4/23/18,3,3,5,10,2,9,9,2,6,6,Less than 20,Male,722.9
7833,4/23/18,4,1,3,10,1,5,8,2,4,5,Less than 20,Male,672.6
7834,4/23/18,1,1,3,3,1,10,8,2,3,7,Less than 20,Male,671.9
7835,4/23/18,2,4,10,10,1,7,7,2,3,10,Less than 20,Female,691.5
7836,4/23/18,4,5,6,10,1,10,7,1,5,10,Less than 20,Male,688.7
7837,4/23/18,4,4,10,10,1,10,7,2,2,4,Less than 20,Male,710.8
7838,4/23/18,4,5,5,4,2,8,7,1,4,2,Less than 20,Female,606.7
7839,4/23/18,5,5,5,10,1,1,7,1,1,0,Less than 20,Female,603.6
7840,4/24/18,5,1,4,4,1,4,7,2,2,7,21 to 35,Female,667.1
7841,4/24/18,2,4,4,1,1,4,4,1,1,7,51 or more,Male,591.7
7842,4/25/18,5,1,4,3,1,6,7,2,2,4,51 or more,Female,698.1
7843,4/25/18,1,3,2,10,1,5,7,1,0,5,36 to 50,Female,628.2
7844,4/26/18,4,3,1,4,2,3,5,2,1,7,36 to 50,Female,649.5
7845,4/26/18,2,4,8,10,2,3,7,2,5,5,36 to 50,Female,668.6
7846,4/26/18,3,4,8,10,2,5,7,1,4,5,51 or more,Female,652.0
7847,4/27/18,1,3,4,4,1,1,7,2,1,3,36 to 50,Female,615.5
7848,4/27/18,5,1,5,6,1,9,9,2,7,10,51 or more,Male,746.7
7849,4/27/18,5,5,0,3,1,10,6,2,1,10,51 or more,Female,698.7
7850,4/28/18,5,2,10,10,2,9,8,2,10,10,36 to 50,Male,772.0
7851,4/28/18,5,3,3,5,1,8,6,2,2,9,36 to 50,Female,681.3
7852,4/28/18,5,3,3,5,2,2,8,2,3,2,21 to 35,Female,634.6
7853,4/28/18,2,3,4,5,1,2,7,1,2,7,21 to 35,Male,627.6
7854,4/29/18,3,1,7,2,2,3,8,2,5,10,51 or more,Female,696.0
7855,4/29/18,1,3,10,10,1,10,7,2,3,4,51 or more,Male,668.3
7856,4/29/18,5,1,7,8,1,10,9,1,6,10,21 to 35,Female,726.5
7857,4/30/18,1,5,1,2,2,5,5,2,1,2,36 to 50,Female,564.9
7858,4/30/18,2,4,3,8,1,5,7,2,2,8,21 to 35,Female,670.7
7859,4/30/18,2,4,4,8,1,5,7,2,2,8,21 to 35,Female,674.1
7860,4/30/18,5,1,10,8,1,10,7,2,8,10,51 or more,Female,744.8
7861,5/2/18,2,5,10,10,2,7,7,2,10,7,36 to 50,Female,694.9
7862,5/3/18,4,4,4,5,1,4,8,2,8,3,21 to 35,Female,653.7
7863,5/3/18,5,3,4,4,1,9,8,2,4,3,51 or more,Female,676.8
7864,5/4/18,5,3,6,7,1,10,8,2,6,5,51 or more,Female,733.1
7865,5/4/18,3,3,6,10,2,5,8,2,4,10,36 to 50,Male,694.7
7866,5/4/18,3,2,6,10,2,8,7,2,4,10,51 or more,Male,742.7
7867,5/4/18,1,4,7,7,2,5,7,2,5,4,51 or more,Male,667.3
7868,5/4/18,3,2,8,7,2,5,5,2,2,5,51 or more,Male,704.3
7869,5/4/18,2,4,5,5,1,10,7,2,1,5,51 or more,Male,644.5
7870,5/5/18,1,4,0,4,1,7,5,1,0,10,21 to 35,Male,565.3
7871,5/5/18,1,3,7,5,1,5,8,2,1,8,21 to 35,Male,653.9
7872,5/5/18,4,2,4,4,1,6,6,1,2,2,21 to 35,Female,648.6
7873,5/5/18,5,3,7,6,1,10,7,2,3,8,36 to 50,Female,705.7
7874,5/6/18,2,1,4,5,1,10,6,2,2,7,21 to 35,Male,681.7
7875,5/6/18,3,1,1,2,1,7,8,2,10,10,21 to 35,Male,667.9
7876,5/6/18,1,1,2,7,1,3,8,2,2,7,21 to 35,Female,694.3
7877,5/7/18,1,1,7,1,2,2,4,2,1,10,36 to 50,Female,627.0
7878,5/7/18,2,0,2,10,2,2,8,1,0,10,21 to 35,Male,610.8
7879,5/7/18,5,3,10,3,2,8,8,2,1,7,51 or more,Female,710.6
7880,5/7/18,5,4,9,6,1,5,8,2,3,10,21 to 35,Male,735.5
7881,5/8/18,5,2,4,4,2,7,8,2,6,3,36 to 50,Female,674.7
7882,5/9/18,3,2,4,2,2,10,7,2,1,1,36 to 50,Female,627.5
7883,5/9/18,2,1,4,2,1,8,7,1,1,10,36 to 50,Male,664.5
7884,5/9/18,2,1,4,3,1,6,9,2,0,8,51 or more,Female,650.9
7885,5/10/18,5,0,3,0,2,10,7,2,8,10,51 or more,Female,726.1
7886,5/10/18,4,2,6,10,1,9,9,2,7,5,21 to 35,Female,728.0
7887,5/10/18,4,2,8,5,2,6,6,2,1,10,21 to 35,Female,663.9
7888,5/11/18,0,5,7,1,1,5,6,1,1,3,36 to 50,Male,571.9
7889,5/11/18,2,3,10,5,1,5,6,2,2,10,Less than 20,Female,702.8
7890,5/11/18,1,1,2,10,1,2,3,2,1,4,36 to 50,Female,621.7
7891,5/13/18,3,4,4,4,2,7,6,1,1,0,36 to 50,Male,572.3
7892,5/14/18,3,2,8,6,2,7,6,2,7,7,Less than 20,Male,645.4
7893,5/14/18,3,1,10,10,2,10,9,2,6,3,21 to 35,Female,701.0
7894,5/15/18,4,2,7,8,2,6,6,2,8,6,Less than 20,Male,648.6
7895,5/15/18,2,2,7,6,2,3,7,2,2,4,36 to 50,Male,626.1
7896,5/15/18,2,4,6,7,2,10,7,2,3,6,36 to 50,Male,685.3
7897,5/15/18,3,2,10,10,1,6,8,1,6,6,21 to 35,Male,671.1
7898,5/15/18,2,2,10,10,1,7,8,1,6,6,21 to 35,Male,666.2
7899,5/15/18,3,1,7,8,1,5,6,2,6,6,Less than 20,Male,655.2
7900,5/16/18,2,0,9,10,2,1,8,2,8,10,51 or more,Female,746.6
7901,5/17/18,2,4,3,5,1,10,5,2,0,5,36 to 50,Female,645.8
7902,5/19/18,1,5,5,3,1,4,7,1,1,1,21 to 35,Female,585.5
7903,5/20/18,2,0,1,2,1,3,7,2,0,6,51 or more,Male,643.1
7904,5/20/18,1,3,2,10,1,1,7,1,1,1,21 to 35,Female,603.6
7905,5/20/18,1,4,7,6,2,2,5,2,1,3,21 to 35,Male,640.8
7906,5/20/18,2,4,10,9,1,5,8,2,5,3,36 to 50,Female,662.4
7907,5/21/18,4,0,6,5,1,5,8,2,2,10,51 or more,Female,704.9
7908,5/21/18,5,4,5,10,2,6,7,2,1,4,51 or more,Female,672.6
7909,5/21/18,5,4,5,10,2,6,7,2,1,3,51 or more,Female,652.2
7910,5/21/18,5,5,3,4,1,4,6,1,1,10,51 or more,Female,636.3
7911,5/21/18,2,5,4,2,2,5,7,2,1,8,36 to 50,Female,607.8
7912,5/21/18,2,0,5,4,1,1,8,2,2,4,21 to 35,Female,661.6
7913,5/22/18,1,2,7,5,2,3,9,2,0,2,21 to 35,Female,628.2
7914,5/22/18,2,4,6,8,1,6,7,2,1,8,21 to 35,Male,664.1
7915,5/22/18,3,1,10,5,2,9,8,2,3,10,36 to 50,Female,734.6
7916,5/24/18,1,4,2,7,1,3,9,2,4,8,21 to 35,Male,665.6
7917,5/24/18,5,2,10,7,1,10,7,2,2,10,51 or more,Male,727.8
7918,5/24/18,3,3,8,5,2,8,7,1,8,7,36 to 50,Female,661.1
7919,5/25/18,3,3,3,3,2,3,3,2,3,3,36 to 50,Male,611.7
7920,5/25/18,4,4,4,4,1,4,4,2,4,4,Less than 20,Male,651.2
7921,5/25/18,5,2,5,10,1,10,7,2,1,4,51 or more,Female,673.4
7922,5/25/18,5,1,6,10,1,7,8,2,2,10,36 to 50,Male,735.9
7923,5/26/18,3,0,4,2,1,7,7,2,2,10,51 or more,Female,713.6
7924,5/26/18,5,3,7,6,1,2,10,2,4,10,Less than 20,Female,658.8
7925,5/26/18,1,1,3,5,1,2,7,2,1,0,21 to 35,Male,622.5
7926,5/26/18,0,2,4,8,1,2,9,2,1,10,Less than 20,Male,660.3
7927,5/26/18,4,5,8,9,2,7,8,2,7,9,36 to 50,Male,717.2
7928,5/26/18,3,4,7,6,1,7,7,2,7,6,21 to 35,Female,674.5
7929,5/26/18,4,5,5,10,1,10,8,1,9,5,21 to 35,Female,682.1
7930,5/26/18,5,2,5,6,1,6,8,2,1,10,36 to 50,Female,698.3
7931,5/27/18,2,2,5,5,1,8,9,2,1,10,21 to 35,Male,680.2
7932,5/27/18,5,3,4,5,1,10,8,1,0,8,36 to 50,Male,629.4
7933,5/27/18,2,4,3,2,2,8,6,2,0,5,51 or more,Male,628.6
7934,5/27/18,2,4,4,2,2,6,6,2,0,2,51 or more,Male,624.8
